プラットフォーム,ファイル名,コンテンツ,実績,情報提供料合計,年月,処理日時
rakuten,rcms202407.csv,mian,20800,14560,202407,2025-07-18 14:54:35
rakuten,rcms202407.csv,dyg,16140,11298,202407,2025-07-18 14:54:35
rakuten,rcms202407.csv,tnoel,4000,2800,202407,2025-07-18 14:54:35
rakuten,rcms202407.csv,gyoku,10800,7560,202407,2025-07-18 14:54:35
rakuten,rcms202407.csv,aron,13140,9198,202407,2025-07-18 14:54:35
rakuten,rcms202407.csv,ikai,12360,8652,202407,2025-07-18 14:54:35
rakuten,rcms202407.csv,niu,18760,13132,202407,2025-07-18 14:54:35
rakuten,rcms202407.csv,keiko,900,630,202407,2025-07-18 14:54:35
rakuten,rcms202407.csv,hoshikaze,22960,16072,202407,2025-07-18 14:54:35
rakuten,rcms202407.csv,okac,7240,5068,202407,2025-07-18 14:54:35
rakuten,rcms202407.csv,hayuki,14140,9898,202407,2025-07-18 14:54:35
rakuten,rcms202407.csv,chiki,23589,16512,202407,2025-07-18 14:54:35
rakuten,rcms202407.csv,noda,12340,8638,202407,2025-07-18 14:54:35
rakuten,rcms202407.csv,maril,3100,2170,202407,2025-07-18 14:54:35
rakuten,rcms202407.csv,fujita,9480,6636,202407,2025-07-18 14:54:35
rakuten,rcms202407.csv,koyanagi,6500,4550,202407,2025-07-18 14:54:35
rakuten,rcms202407.csv,epc,11600,8120,202407,2025-07-18 14:54:35
rakuten,rcms202407.csv,kiko,2700,1890,202407,2025-07-18 14:54:35
rakuten,rcms202407.csv,takashima,1800,1260,202407,2025-07-18 14:54:35
rakuten,rcms202407.csv,sashat,14245,9972,202407,2025-07-18 14:54:35
rakuten,rcms202407.csv,shintaku,1000,700,202407,2025-07-18 14:54:35
rakuten,rcms202407.csv,hakuryu,11240,7868,202407,2025-07-18 14:54:35
rakuten,rcms202407.csv,rie,6600,4620,202407,2025-07-18 14:54:35
rakuten,rcms202407.csv,tomoko,7200,5040,202407,2025-07-18 14:54:35
rakuten,rcms202407.csv,shokita,800,560,202407,2025-07-18 14:54:35
rakuten,rcms202407.csv,aqua,500,350,202407,2025-07-18 14:54:35
rakuten,rcms202407.csv,ukyo,1200,840,202407,2025-07-18 14:54:35
rakuten,rcms202407.csv,mokuren,26800,18760,202407,2025-07-18 14:54:35
rakuten,rcms202407.csv,aoki,14160,9912,202407,2025-07-18 14:54:35
rakuten,rcms202407.csv,klarale,500,350,202407,2025-07-18 14:54:35
rakuten,rcms202407.csv,mermaid,1000,700,202407,2025-07-18 14:54:35
rakuten,rcms202407.csv,macalon,1200,840,202407,2025-07-18 14:54:35
rakuten,rcms202408.csv,hoshikaze,23160,16212,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,narusawa,38260,26782,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,mian,8700,6090,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,renri,16820,11774,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,aron,25340,17738,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,mokuren,11700,8190,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,sashat,17500,12250,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,kmo2,14140,9898,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,ensei,9800,6860,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,mlo,4000,2800,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,aizuki,11600,8120,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,matsuyama,29620,20734,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,noda,10900,7630,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,lumiko,10740,7518,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,reirin,20340,14238,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,syuki,9520,6664,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,tomoko,7340,5138,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,kairi,14000,9800,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,sugano,21880,15316,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,jose,19760,13832,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,hakuryu,7800,5460,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,maril,19840,13888,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,etenmei,3600,2520,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,fujita,13680,9576,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,luna,13260,9282,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,takashima,2000,1400,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,okac,9080,6356,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,ikai,21740,15218,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,tsukikage,10100,7070,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,dyg,28180,19726,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,lemurian,6400,4480,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,rie,11800,8260,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,niu,13700,9590,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,hayuki,6980,4886,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,tnoel,13740,9618,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,chiki,25975,18182,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,chigumi,10760,7532,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,pof,2000,1400,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,shintaku,1720,1204,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,koyanagi,9000,6300,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,kasya,5400,3780,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,epc,2000,1400,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,gyoku,8560,5992,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,keit,5400,3780,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,mikomaria,6100,4270,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,aoki,5100,3570,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,ophelia,6600,4620,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,kiko,6100,4270,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,asuru,2200,1540,202408,2025-07-18 14:54:35
rakuten,rcms202408.csv,macalon,300,210,202408,2025-07-18 14:54:35
rakuten,rcms202409.csv,matsuyama,33720,23604,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,jose,16800,11760,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,tnoel,1500,1050,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,tomoko,8200,5740,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,hoshikaze,19360,13552,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,kiko,5400,3780,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,gyoku,1800,1260,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,narusawa,48740,34118,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,chiki,46630,32641,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,reirin,11260,7882,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,sugano,20640,14448,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,niu,20080,14056,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,ikai,12120,8484,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,aron,17460,12222,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,dyg,26700,18690,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,shape,1300,910,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,mian,4300,3010,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,lemurian,3900,2730,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,fujita,3000,2100,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,kmo2,19680,13776,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,asuru,12280,8596,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,lumiko,5860,4102,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,ensei,12900,9030,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,chigumi,4800,3360,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,kasya,12300,8610,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,epc,9500,6650,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,koyanagi,1300,910,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,syuki,24100,16870,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,sashat,17305,12114,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,okac,9860,6902,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,hakuryu,16920,11844,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,mlo,9500,6650,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,etenmei,8240,5768,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,keit,6960,4872,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,aoki,13440,9408,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,renri,13920,9744,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,klarale,500,350,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,maril,12880,9016,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,kairi,6600,4620,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,hayuki,4300,3010,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,mermaid,1000,700,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,tsukikage,800,560,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,aizuki,9500,6650,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,noda,9400,6580,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,shokita,4300,3010,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,luna,6500,4550,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,mokuren,12260,8582,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,mikomaria,5800,4060,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,rie,3280,2296,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,pof,1500,1050,202409,2025-07-18 14:54:35
rakuten,rcms202409.csv,takashima,1100,770,202409,2025-07-18 14:54:35
rakuten,rcms202410.csv,tsukikage,13920,9744,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,niu,11800,8260,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,aron,15240,10668,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,sugano,31100,21770,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,renri,19740,13818,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,hakuryu,12080,8456,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,dyg,17020,11914,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,jose,22300,15610,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,gyoku,14580,10206,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,epc,27860,19502,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,kirei,4900,3430,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,syuki,6840,4788,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,maril,14900,10430,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,matsuyama,20600,14420,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,luna,2400,1680,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,aoki,6400,4480,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,rie,5800,4060,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,ikai,19820,13874,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,mian,30200,21140,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,asuru,30660,21462,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,kiko,5000,3500,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,mlo,15300,10710,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,narusawa,20700,14490,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,kairi,8500,5950,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,chigumi,15600,10920,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,reirin,29000,20300,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,aizuki,9900,6930,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,aqua,3000,2100,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,kmo2,22020,15414,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,tomoko,16060,11242,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,hayuki,7460,5222,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,tnoel,24220,16954,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,chiki,35750,25025,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,koyanagi,24780,17346,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,mikomaria,9900,6930,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,shape,2400,1680,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,kasya,12540,8778,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,noda,13920,9744,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,ensei,17560,12292,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,okac,8500,5950,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,mokuren,20440,14308,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,lumiko,2000,1400,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,keit,2800,1960,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,lemurian,4300,3010,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,takashima,600,420,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,fujita,1600,1120,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,etenmei,10300,7210,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,macalon,5800,4060,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,aiga,1200,840,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,ophelia,7700,5390,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,hoshikaze,4940,3458,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,shintaku,2540,1778,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,sashat,4000,2800,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,keiko,2100,1470,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,ichild,1500,1050,202410,2025-07-18 14:54:35
rakuten,rcms202410.csv,klarale,1500,1050,202410,2025-07-18 14:54:35
rakuten,rcms202411.csv,okac,15820,11074,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,hakuryu,15060,10542,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,ikai,10620,7434,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,sugano,11500,8050,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,kasya,8700,6090,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,tsukikage,8300,5810,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,kiko,7460,5222,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,reirin,15640,10948,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,ensei,12520,8764,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,kmo2,9160,6412,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,asuru,13740,9618,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,luna,2300,1610,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,tomoko,5900,4130,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,chiki,6010,4207,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,sashat,12750,8925,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,narusawa,63440,44408,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,epc,15960,11172,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,niu,5000,3500,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,aron,10460,7322,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,mokuren,9500,6650,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,lumiko,1600,1120,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,matsuyama,21300,14910,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,mian,10720,7504,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,aoki,6700,4690,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,koyanagi,6800,4760,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,renri,13100,9170,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,jose,14300,10010,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,mlo,11400,7980,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,hoshikaze,3600,2520,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,dyg,4800,3360,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,aizuki,5900,4130,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,takashima,3400,2380,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,mikomaria,6200,4340,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,klarale,500,350,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,tnoel,600,420,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,kairi,4760,3332,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,aiga,4400,3080,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,shokita,500,350,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,mermaid,2400,1680,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,etenmei,1400,980,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,yuki,700,490,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,keit,5100,3570,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,chigumi,6360,4452,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,gyoku,4000,2800,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,noda,3400,2380,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,fujita,3600,2520,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,ophelia,800,560,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,syuki,6200,4340,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,aqua,500,350,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,hayuki,1000,700,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,ichild,2700,1890,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,rie,1200,840,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,maril,2340,1638,202411,2025-07-18 14:54:35
rakuten,rcms202411.csv,shape,500,350,202411,2025-07-18 14:54:35
rakuten,rcms202412.csv,hoshikaze,13820,9674,202412,2025-07-18 14:54:35
rakuten,rcms202412.csv,sugano,3900,2730,202412,2025-07-18 14:54:35
rakuten,rcms202412.csv,kmo2,5120,3584,202412,2025-07-18 14:54:35
rakuten,rcms202412.csv,matsuyama,1300,910,202412,2025-07-18 14:54:35
rakuten,rcms202412.csv,hayuki,1800,1260,202412,2025-07-18 14:54:35
rakuten,rcms202412.csv,hakuryu,5200,3640,202412,2025-07-18 14:54:35
rakuten,rcms202412.csv,aizuki,3000,2100,202412,2025-07-18 14:54:35
rakuten,rcms202412.csv,lemurian,500,350,202412,2025-07-18 14:54:35
rakuten,rcms202412.csv,sashat,2500,1750,202412,2025-07-18 14:54:35
rakuten,rcms202412.csv,mikomaria,2700,1890,202412,2025-07-18 14:54:35
rakuten,rcms202412.csv,mian,800,560,202412,2025-07-18 14:54:35
rakuten,rcms202412.csv,pof,1500,1050,202412,2025-07-18 14:54:35
rakuten,rcms202412.csv,chiki,3300,2310,202412,2025-07-18 14:54:35
rakuten,rcms202412.csv,narusawa,1900,1330,202412,2025-07-18 14:54:35
rakuten,rcms202412.csv,dyg,2000,1400,202412,2025-07-18 14:54:35
rakuten,rcms202412.csv,ukyo,1200,840,202412,2025-07-18 14:54:35
rakuten,rcms202412.csv,kasya,1300,910,202412,2025-07-18 14:54:35
rakuten,rcms202412.csv,ikai,2120,1484,202412,2025-07-18 14:54:35
rakuten,rcms202412.csv,tomoko,1000,700,202412,2025-07-18 14:54:35
rakuten,rcms202412.csv,maril,4960,3472,202412,2025-07-18 14:54:35
rakuten,rcms202412.csv,renri,1200,840,202412,2025-07-18 14:54:35
rakuten,rcms202412.csv,lumiko,2000,1400,202412,2025-07-18 14:54:35
rakuten,rcms202412.csv,niu,1960,1372,202412,2025-07-18 14:54:35
rakuten,rcms202412.csv,gyoku,1200,840,202412,2025-07-18 14:54:35
rakuten,rcms202412.csv,epc,1000,700,202412,2025-07-18 14:54:35
rakuten,rcms202412.csv,ensei,2100,1470,202412,2025-07-18 14:54:35
rakuten,rcms202412.csv,rie,1200,840,202412,2025-07-18 14:54:35
rakuten,rcms202501.csv,chiki,3630,2541,202501,2025-07-18 14:54:35
rakuten,rcms202501.csv,sugano,2600,1820,202501,2025-07-18 14:54:35
rakuten,rcms202501.csv,mian,9320,6524,202501,2025-07-18 14:54:35
rakuten,rcms202501.csv,kasya,3600,2520,202501,2025-07-18 14:54:35
rakuten,rcms202501.csv,rie,5280,3696,202501,2025-07-18 14:54:35
rakuten,rcms202501.csv,dyg,1400,980,202501,2025-07-18 14:54:35
rakuten,rcms202501.csv,kairi,3600,2520,202501,2025-07-18 14:54:35
rakuten,rcms202501.csv,shintaku,1700,1190,202501,2025-07-18 14:54:35
rakuten,rcms202501.csv,aizuki,6480,4536,202501,2025-07-18 14:54:35
rakuten,rcms202501.csv,hayuki,1000,700,202501,2025-07-18 14:54:35
rakuten,rcms202501.csv,hoshikaze,3600,2520,202501,2025-07-18 14:54:35
rakuten,rcms202501.csv,narusawa,2500,1750,202501,2025-07-18 14:54:35
rakuten,rcms202501.csv,hakuryu,2200,1540,202501,2025-07-18 14:54:35
rakuten,rcms202501.csv,okac,1200,840,202501,2025-07-18 14:54:35
rakuten,rcms202501.csv,shokita,3000,2100,202501,2025-07-18 14:54:35
rakuten,rcms202501.csv,niu,1100,770,202501,2025-07-18 14:54:35
rakuten,rcms202501.csv,ensei,1200,840,202501,2025-07-18 14:54:35
rakuten,rcms202501.csv,kiko,1300,910,202501,2025-07-18 14:54:35
rakuten,rcms202502.csv,shintaku,1000,700,202502,2025-07-18 14:54:35
rakuten,rcms202502.csv,tomoko,800,560,202502,2025-07-18 14:54:35
rakuten,rcms202502.csv,sugano,5900,4130,202502,2025-07-18 14:54:35
rakuten,rcms202502.csv,yuki,500,350,202502,2025-07-18 14:54:35
rakuten,rcms202502.csv,tsukikage,2500,1750,202502,2025-07-18 14:54:35
rakuten,rcms202502.csv,rie,2000,1400,202502,2025-07-18 14:54:35
rakuten,rcms202502.csv,takashima,2600,1820,202502,2025-07-18 14:54:35
rakuten,rcms202502.csv,keit,2000,1400,202502,2025-07-18 14:54:35
rakuten,rcms202502.csv,mlo,2500,1750,202502,2025-07-18 14:54:35
rakuten,rcms202502.csv,reirin,2000,1400,202502,2025-07-18 14:54:35
rakuten,rcms202502.csv,tnoel,1500,1050,202502,2025-07-18 14:54:35
rakuten,rcms202502.csv,kiko,3900,2730,202502,2025-07-18 14:54:35
rakuten,rcms202502.csv,aoki,1000,700,202502,2025-07-18 14:54:35
rakuten,rcms202502.csv,sashat,800,560,202502,2025-07-18 14:54:35
rakuten,rcms202502.csv,kmo2,1800,1260,202502,2025-07-18 14:54:35
rakuten,rcms202502.csv,ensei,2000,1400,202502,2025-07-18 14:54:35
rakuten,rcms202502.csv,renri,1400,980,202502,2025-07-18 14:54:35
rakuten,rcms202502.csv,ikai,1300,910,202502,2025-07-18 14:54:35
rakuten,rcms202502.csv,chiki,1500,1050,202502,2025-07-18 14:54:35
rakuten,rcms202503.csv,mian,2700,1890,202503,2025-07-18 14:54:35
rakuten,rcms202503.csv,aoki,1500,1050,202503,2025-07-18 14:54:35
rakuten,rcms202503.csv,niu,1400,980,202503,2025-07-18 14:54:35
rakuten,rcms202503.csv,hoshikaze,7640,5348,202503,2025-07-18 14:54:35
rakuten,rcms202503.csv,kairi,800,560,202503,2025-07-18 14:54:35
rakuten,rcms202503.csv,tomoko,2100,1470,202503,2025-07-18 14:54:35
rakuten,rcms202503.csv,gyoku,1000,700,202503,2025-07-18 14:54:35
rakuten,rcms202503.csv,dyg,4000,2800,202503,2025-07-18 14:54:35
rakuten,rcms202503.csv,renri,2600,1820,202503,2025-07-18 14:54:35
rakuten,rcms202503.csv,hayuki,1100,770,202503,2025-07-18 14:54:35
rakuten,rcms202503.csv,lemurian,3200,2240,202503,2025-07-18 14:54:35
rakuten,rcms202503.csv,kasya,800,560,202503,2025-07-18 14:54:35
rakuten,rcms202503.csv,aizuki,1400,980,202503,2025-07-18 14:54:35
rakuten,rcms202503.csv,ensei,3800,2660,202503,2025-07-18 14:54:35
rakuten,rcms202503.csv,sugano,2600,1820,202503,2025-07-18 14:54:35
rakuten,rcms202503.csv,tsukikage,1200,840,202503,2025-07-18 14:54:35
rakuten,rcms202503.csv,chiki,5675,3973,202503,2025-07-18 14:54:35
rakuten,rcms202503.csv,sashat,800,560,202503,2025-07-18 14:54:35
rakuten,rcms202503.csv,hakuryu,3400,2380,202503,2025-07-18 14:54:35
rakuten,rcms202504.csv,keit,1400,980,202504,2025-07-18 14:54:35
rakuten,rcms202504.csv,dyg,3800,2660,202504,2025-07-18 14:54:35
rakuten,rcms202504.csv,shintaku,2700,1890,202504,2025-07-18 14:54:35
rakuten,rcms202504.csv,kasya,2500,1750,202504,2025-07-18 14:54:35
rakuten,rcms202504.csv,kairi,2000,1400,202504,2025-07-18 14:54:35
rakuten,rcms202504.csv,fujita,2000,1400,202504,2025-07-18 14:54:35
rakuten,rcms202504.csv,aoki,1000,700,202504,2025-07-18 14:54:35
rakuten,rcms202504.csv,mian,1400,980,202504,2025-07-18 14:54:35
rakuten,rcms202504.csv,luna,2440,1708,202504,2025-07-18 14:54:35
rakuten,rcms202504.csv,jose,1100,770,202504,2025-07-18 14:54:35
rakuten,rcms202504.csv,tsukikage,2400,1680,202504,2025-07-18 14:54:35
rakuten,rcms202504.csv,sugano,1300,910,202504,2025-07-18 14:54:35
rakuten,rcms202504.csv,reirin,6380,4466,202504,2025-07-18 14:54:35
rakuten,rcms202504.csv,ensei,1200,840,202504,2025-07-18 14:54:35
rakuten,rcms202504.csv,niu,2600,1820,202504,2025-07-18 14:54:35
rakuten,rcms202504.csv,hakuryu,2200,1540,202504,2025-07-18 14:54:35
rakuten,rcms202504.csv,ikai,3000,2100,202504,2025-07-18 14:54:35
rakuten,rcms202504.csv,hoshikaze,1000,700,202504,2025-07-18 14:54:35
rakuten,rcms202504.csv,chiki,2530,1771,202504,2025-07-18 14:54:35
rakuten,rcms202505.csv,fujita,2000,1400,202505,2025-07-18 14:54:35
rakuten,rcms202505.csv,ensei,1200,840,202505,2025-07-18 14:54:35
rakuten,rcms202505.csv,gyoku,2100,1470,202505,2025-07-18 14:54:35
